Animal_Id,Outcome_Type,Outcome_Subtype,Outcome_Date,Impound_Number,Outcome_Condition
A1155330,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562801,N/A
A1155333,EUTHANIZED,HUMANE,08/17/2022 12:00:00 AM,K22-562802,CRITICAL
A1155335,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562804,N/A
A1155336,FOSTER,GENERAL,09/08/2022 12:00:00 AM,K22-562805,APP SICK
A1155337,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-562807,APP WNL
A1155338,FOUND EXP,OTHER,09/17/2022 12:00:00 AM,K22-562809,N/A
A1155339,EUTHANIZED,SPACE,08/26/2022 12:00:00 AM,K22-562810,APP WNL
A1155340,DISPOSAL,DISPOSAL,08/17/2022 12:00:00 AM,K22-562812,DECEASED
A1155341,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-562814,APP WNL
A1155343,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562815,N/A
A1155344,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-562816,APP WNL
A1155345,EUTHANIZED,SPACE,09/03/2022 12:00:00 AM,K22-562818,APP SICK
A1155347,ADOPTION,ADOPETS,08/24/2022 12:00:00 AM,K22-562819,APP WNL
A1155348,RETURNED TO OWNER,WESTMORELD,08/22/2022 12:00:00 AM,K22-562820,APP WNL
A1155349,WILDLIFE,TRANSFER,08/17/2022 12:00:00 AM,K22-562822,UNDERAGE
A1155350,EUTHANIZED,SBI,09/22/2022 12:00:00 AM,K22-562824,APP WNL
A1155354,ADOPTION,WESTMORELD,08/19/2022 12:00:00 AM,K22-562826,APP WNL
A1155355,ADOPTION,WESTMORELD,08/19/2022 12:00:00 AM,K22-562827,APP WNL
A1155356,ADOPTION,WESTMORELD,09/04/2022 12:00:00 AM,K22-562828,APP WNL
A1155357,FOSTER,GENERAL,09/03/2022 12:00:00 AM,K22-562830,APP WNL
A1155360,FOSTER,GENERAL,09/03/2022 12:00:00 AM,K22-562831,APP WNL
A1155360,DIED,IN FOSTER,09/14/2022 12:00:00 AM,K22-565277,DECEASED
A1155361,FOSTER,GENERAL,09/03/2022 12:00:00 AM,K22-562834,APP WNL
A1155362,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562832,N/A
A1155363,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562833,N/A
A1155364,FOSTER,GENERAL,09/03/2022 12:00:00 AM,K22-562835,APP WNL
A1155365,FOSTER,GENERAL,09/03/2022 12:00:00 AM,K22-562836,APP WNL
A1155366,EUTHANIZED,MEDICAL,08/25/2022 12:00:00 AM,K22-562837,APP SICK
A1155367,EUTHANIZED,HUMANE,08/17/2022 12:00:00 AM,K22-562842,CRITICAL
A1155368,WILDLIFE,TRANSFER,08/18/2022 12:00:00 AM,K22-562840,APP WNL
A1155369,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-562841,APP WNL
A1155370,FOSTER,GENERAL,08/26/2022 12:00:00 AM,K22-562843,UNDERAGE
A1155370,TREATMENT,OTHER,08/29/2022 12:00:00 AM,K22-563740,N/A
A1155370,ADOPTION,WESTMORELD,09/25/2022 12:00:00 AM,K22-566089,APP WNL
A1155371,ADOPTION,WESTMORELD,09/25/2022 12:00:00 AM,K22-566085,APP WNL
A1155371,TREATMENT,OTHER,08/29/2022 12:00:00 AM,K22-563741,N/A
A1155371,FOSTER,UNDERAGE,08/26/2022 12:00:00 AM,K22-562844,UNDERAGE
A1155372,FOSTER,UNDERAGE,08/26/2022 12:00:00 AM,K22-562845,UNDERAGE
A1155372,TREATMENT,OTHER,08/29/2022 12:00:00 AM,K22-563742,N/A
A1155372,ADOPTION,WESTMORELD,09/25/2022 12:00:00 AM,K22-566086,APP WNL
A1155373,ADOPTION,IN FOSTER,09/13/2022 12:00:00 AM,K22-565179,APP WNL
A1155373,FOSTER,GENERAL,09/11/2022 12:00:00 AM,K22-565001,APP WNL
A1155373,FOSTER,SHORT TERM,09/10/2022 12:00:00 AM,K22-562846,APP WNL
A1155374,EUTHANIZED,HUMANE,08/18/2022 12:00:00 AM,K22-562849,CRITICAL
A1155375,EUTHANIZED,HUMANE,08/17/2022 12:00:00 AM,K22-562848,CRITICAL
A1155376,TRANSFER,UNDERAGE,08/24/2022 12:00:00 AM,K22-562851,UNDERAGE
A1155376,TREATMENT,COMPLETED,09/21/2022 12:00:00 AM,K22-565789,APP WNL
A1155377,TREATMENT,COMPLETED,09/21/2022 12:00:00 AM,K22-565790,APP WNL
A1155377,TRANSFER,UNDERAGE,08/24/2022 12:00:00 AM,K22-562853,UNDERAGE
A1155378,TRANSFER,UNDERAGE,08/24/2022 12:00:00 AM,K22-562854,UNDERAGE
A1155378,TREATMENT,COMPLETED,09/21/2022 12:00:00 AM,K22-565791,APP WNL
A1155379,TRANSFER,UNDERAGE,08/27/2022 12:00:00 AM,K22-562856,UNDERAGE
A1155380,TRANSFER,UNDERAGE,08/27/2022 12:00:00 AM,K22-562857,UNDERAGE
A1155380,TREATMENT,COMPLETED,09/26/2022 12:00:00 AM,K22-566164,APP WNL
A1155381,TREATMENT,COMPLETED,09/26/2022 12:00:00 AM,K22-566166,APP WNL
A1155381,TRANSFER,UNDERAGE,08/27/2022 12:00:00 AM,K22-562858,UNDERAGE
A1155382,TRANSFER,UNDERAGE,08/27/2022 12:00:00 AM,K22-562859,UNDERAGE
A1155383,ADOPTION,WESTMORELD,10/04/2022 12:00:00 AM,K22-562865,APP WNL
A1155384,ADOPTION,WESTMORELD,10/06/2022 12:00:00 AM,K22-562868,APP WNL
A1155385,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-562867,APP WNL
A1155387,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562869,N/A
A1155388,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562870,N/A
A1155389,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-562871,APP WNL
A1155390,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562872,N/A
A1155392,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562873,N/A
A1155393,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562874,N/A
A1155394,FOSTER,APPOINT,09/06/2022 12:00:00 AM,K22-562875,APP SICK
A1155394,TREATMENT,COMPLETED,09/19/2022 12:00:00 AM,K22-565631,APP WNL
A1155395,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562876,N/A
A1155396,LOST EXP,OTHER,09/17/2022 12:00:00 AM,K22-562877,N/A
A1155397,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562878,N/A
A1155398,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562879,N/A
A1155399,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562880,N/A
A1155400,RETURNED TO OWNER,FIELD,08/18/2022 12:00:00 AM,K22-562882,APP WNL
A1155401,RETURNED TO OWNER,FIELD,08/18/2022 12:00:00 AM,K22-562883,APP WNL
A1155402,FOUND EXP,OTHER,09/18/2022 12:00:00 AM,K22-562885,N/A
A1155403,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562886,N/A
A1155404,EUTHANIZED,BITE,08/30/2022 12:00:00 AM,K22-562890,APP WNL
A1155405,RETURNED TO OWNER,WESTMORELD,08/19/2022 12:00:00 AM,K22-562891,APP WNL
A1155407,FOSTER,UNDERAGE,08/18/2022 12:00:00 AM,K22-562893,APP WNL
A1155407,ADOPTION,IN FOSTER,08/29/2022 12:00:00 AM,K22-563801,APP WNL
A1155407,ADOPTION,IN FOSTER,08/30/2022 12:00:00 AM,K22-563893,APP WNL
A1155408,ADOPTION,WESTMORELD,08/19/2022 12:00:00 AM,K22-562895,APP WNL
A1155412,ADOPTION,ADOPETS,08/21/2022 12:00:00 AM,K22-562896,APP WNL
A1155414,ADOPTION,ADOPETS,08/21/2022 12:00:00 AM,K22-562897,APP WNL
A1155415,FOSTER,GENERAL,09/06/2022 12:00:00 AM,K22-562898,APP WNL
A1155415,ADOPTION,IN FOSTER,09/18/2022 12:00:00 AM,K22-565617,APP WNL
A1155415,FOSTER,GENERAL,09/18/2022 12:00:00 AM,K22-565572,APP WNL
A1155415,ADOPTION,IN FOSTER,09/17/2022 12:00:00 AM,K22-565512,APP WNL
A1155415,TREATMENT,COMPLETED,09/08/2022 12:00:00 AM,K22-564729,APP SICK
A1155415,FOSTER,GENERAL,09/25/2022 12:00:00 AM,K22-566124,APP WNL
A1155416,ADOPTION,ADOPETS,08/25/2022 12:00:00 AM,K22-562899,APP WNL
A1155417,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-562900,APP WNL
A1155418,FOSTER,GENERAL,08/18/2022 12:00:00 AM,K22-562901,APP WNL
A1155418,ADOPTION,BY FOSTER,09/01/2022 12:00:00 AM,K22-564096,APP WNL
A1155419,EUTHANIZED,MEDICAL,08/20/2022 12:00:00 AM,K22-562905,APP INJ
A1155420,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-562904,APP WNL
A1155421,ADOPTION,WESTMORELD,08/30/2022 12:00:00 AM,K22-562902,APP WNL
A1155422,EUTHANIZED,SPACE,09/04/2022 12:00:00 AM,K22-562903,APP SICK
A1155423,EUTHANIZED,BEHAVIOR,08/20/2022 12:00:00 AM,K22-562906,APP WNL
A1155427,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-562907,APP WNL
A1155427,EUTHANIZED,SPACE,09/03/2022 12:00:00 AM,K22-563931,APP WNL
A1155428,ADOPTION,WESTMORELD,09/24/2022 12:00:00 AM,K22-562909,APP WNL
A1155429,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-562911,APP WNL
A1155430,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562912,N/A
A1155431,FOUND EXP,OTHER,09/18/2022 12:00:00 AM,K22-562913,N/A
A1155433,ADOPTION,WESTMORELD,09/04/2022 12:00:00 AM,K22-562915,APP WNL
A1155434,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-562916,APP WNL
A1155436,EUTHANIZED,SPACE,09/03/2022 12:00:00 AM,K22-562917,APP SICK
A1155437,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-562920,APP WNL
A1155438,RETURNED TO OWNER,WESTMORELD,08/23/2022 12:00:00 AM,K22-562921,APP WNL
A1155439,RETURNED TO OWNER,WESTMORELD,08/23/2022 12:00:00 AM,K22-562922,APP WNL
A1155440,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-562923,APP WNL
A1155441,ADOPTION,ADOPETS,08/21/2022 12:00:00 AM,K22-562924,APP WNL
A1155442,RETURNED TO OWNER,FIELD,08/18/2022 12:00:00 AM,K22-562925,APP WNL
A1155444,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562930,N/A
A1155445,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562931,N/A
A1155446,ADOPTION,WESTMORELD,08/23/2022 12:00:00 AM,K22-562933,APP WNL
A1155447,ADOPTION,WESTMORELD,08/22/2022 12:00:00 AM,K22-562932,APP WNL
A1155448,RETURNED TO OWNER,FIELD,08/18/2022 12:00:00 AM,K22-562938,APP WNL
A1155448,ADOPTION,WESTMORELD,09/18/2022 12:00:00 AM,K22-564578,APP WNL
A1155449,FOSTER,TO ADOPT,09/01/2022 12:00:00 AM,K22-562934,APP WNL
A1155450,FOSTER,TO ADOPT,09/01/2022 12:00:00 AM,K22-562935,APP WNL
A1155450,EUTHANIZED,HUMANE,09/05/2022 12:00:00 AM,K22-564428,CRITICAL
A1155451,FOSTER,TO ADOPT,09/01/2022 12:00:00 AM,K22-562936,APP WNL
A1155452,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-562939,APP WNL
A1155457,RETURNED TO OWNER,WESTMORELD,08/19/2022 12:00:00 AM,K22-562942,APP WNL
A1155458,ADOPTION,ADOPETS,09/02/2022 12:00:00 AM,K22-562944,APP WNL
A1155459,ADOPTION,WESTMORELD,08/22/2022 12:00:00 AM,K22-562943,APP WNL
A1155460,EUTHANIZED,BEHAVIOR,08/25/2022 12:00:00 AM,K22-562947,APP WNL
A1155462,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562946,N/A
A1155463,EUTHANIZED,SPACE,09/08/2022 12:00:00 AM,K22-562949,APP WNL
A1155464,ADOPTION,WESTMORELD,08/22/2022 12:00:00 AM,K22-562950,APP WNL
A1155465,EUTHANIZED,SPACE,09/04/2022 12:00:00 AM,K22-562951,APP SICK
A1155466,FOSTER,TO ADOPT,08/28/2022 12:00:00 AM,K22-562956,APP WNL
A1155466,TREATMENT,COMPLETED,09/04/2022 12:00:00 AM,K22-564353,APP WNL
A1155467,FOSTER,GENERAL,09/19/2022 12:00:00 AM,K22-565634,APP WNL
A1155467,FOSTER,GENERAL,08/21/2022 12:00:00 AM,K22-562959,APP WNL
A1155468,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562957,N/A
A1155469,ADOPTION,WESTMORELD,08/19/2022 12:00:00 AM,K22-562961,APP WNL
A1155470,EUTHANIZED,MEDICAL,08/18/2022 12:00:00 AM,K22-562963,APP INJ
A1155471,FOSTER,GENERAL,08/18/2022 12:00:00 AM,K22-562964,UNDERAGE
A1155471,TREATMENT,COMPLETED,09/07/2022 12:00:00 AM,K22-564634,UNDERAGE
A1155472,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-562965,APP WNL
A1155473,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-562966,APP WNL
A1155474,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-562967,APP WNL
A1155475,DIED,IN KENNEL,08/19/2022 12:00:00 AM,K22-562968,DECEASED
A1155479,ADOPTION,WESTMORELD,08/29/2022 12:00:00 AM,K22-562969,APP WNL
A1155480,ADOPTION,WESTMORELD,08/29/2022 12:00:00 AM,K22-562970,APP WNL
A1155481,ADOPTION,WESTMORELD,08/22/2022 12:00:00 AM,K22-562971,APP WNL
A1155482,EUTHANIZED,MEDICAL,08/19/2022 12:00:00 AM,K22-562972,CRITICAL
A1155483,EUTHANIZED,HUMANE,08/18/2022 12:00:00 AM,K22-562973,CRITICAL
A1155484,EUTHANIZED,HUMANE,08/18/2022 12:00:00 AM,K22-562974,CRITICAL
A1155485,DIED,ENROUTE,08/19/2022 12:00:00 AM,K22-562976,CRITICAL
A1155486,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562975,N/A
A1155487,FOUND EXP,OTHER,09/18/2022 12:00:00 AM,K22-562977,N/A
A1155488,EUTHANIZED,HUMANE,08/18/2022 12:00:00 AM,K22-562978,CRITICAL
A1155489,EUTHANIZED,BITE,09/01/2022 12:00:00 AM,K22-562980,APP WNL
A1155490,LOST EXP,OTHER,09/18/2022 12:00:00 AM,K22-562979,N/A
A1155493,RETURNED TO OWNER,WESTMORELD,09/08/2022 12:00:00 AM,K22-563002,APP WNL
A1155494,EUTHANIZED,SPACE,09/08/2022 12:00:00 AM,K22-562987,APP WNL
A1155495,LOST EXP,OTHER,09/19/2022 12:00:00 AM,K22-562983,N/A
A1155497,EUTHANIZED,SPACE,08/26/2022 12:00:00 AM,K22-562988,APP WNL
A1155498,ADOPTION,WESTMORELD,09/02/2022 12:00:00 AM,K22-562991,APP WNL
A1155499,ADOPTION,EAC,09/18/2022 12:00:00 AM,K22-562992,APP WNL
A1155499,FOSTER,GENERAL,10/02/2022 12:00:00 AM,K22-565664,APP WNL
A1155500,LOST EXP,OTHER,09/19/2022 12:00:00 AM,K22-562993,N/A
A1155502,FOSTER,GENERAL,08/25/2022 12:00:00 AM,K22-562998,APP WNL
A1155502,ADOPTION,WESTMORELD,09/10/2022 12:00:00 AM,K22-563603,APP WNL
A1155503,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-562999,APP WNL
A1155504,EUTHANIZED,BITE,09/02/2022 12:00:00 AM,K22-563073,APP WNL
A1155506,ADOPTION,WESTMORELD,08/29/2022 12:00:00 AM,K22-563003,APP WNL
A1155506,ADOPTION,EVENT,10/08/2022 12:00:00 AM,K22-564230,APP WNL
A1155507,EUTHANIZED,BITE,08/23/2022 12:00:00 AM,K22-563101,APP WNL
A1155510,EUTHANIZED,BITE,08/23/2022 12:00:00 AM,K22-563100,APP WNL
A1155511,RETURNED TO OWNER,WESTMORELD,08/25/2022 12:00:00 AM,K22-563008,APP WNL
A1155513,RETURNED TO OWNER,WESTMORELD,08/20/2022 12:00:00 AM,K22-563010,APP WNL
A1155514,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563017,APP WNL
A1155515,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563018,APP WNL
A1155516,FOSTER,GENERAL,08/30/2022 12:00:00 AM,K22-563019,APP WNL
A1155518,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563020,APP WNL
A1155519,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-563021,APP WNL
A1155520,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-563022,APP WNL
A1155521,FOSTER,GENERAL,08/25/2022 12:00:00 AM,K22-563023,APP WNL
A1155522,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563024,APP WNL
A1155523,ADOPTION,WESTMORELD,08/22/2022 12:00:00 AM,K22-563025,APP WNL
A1155524,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-563026,APP WNL
A1155525,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563011,APP WNL
A1155526,ADOPTION,WESTMORELD,08/23/2022 12:00:00 AM,K22-563012,APP WNL
A1155527,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563015,APP WNL
A1155528,FOSTER,SHORT TERM,08/26/2022 12:00:00 AM,K22-563013,APP WNL
A1155528,ADOPTION,IN FOSTER,09/18/2022 12:00:00 AM,K22-565608,APP WNL
A1155529,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563014,APP WNL
A1155530,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-563016,APP WNL
A1155534,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-563029,APP WNL
A1155535,ADOPTION,WESTMORELD,08/22/2022 12:00:00 AM,K22-563030,APP WNL
A1155536,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563031,APP WNL
A1155537,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-563032,APP WNL
A1155538,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563033,APP WNL
A1155540,ADOPTION,EAC,09/18/2022 12:00:00 AM,K22-563036,APP WNL
A1155541,ADOPTION,WESTMORELD,08/26/2022 12:00:00 AM,K22-563035,APP WNL
A1155542,ADOPTION,WESTMORELD,08/23/2022 12:00:00 AM,K22-563037,APP WNL
A1155542,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563480,APP WNL
A1155543,RETURNED TO OWNER,FIELD,08/19/2022 12:00:00 AM,K22-563039,APP WNL
A1155544,ADOPTION,WESTMORELD,08/23/2022 12:00:00 AM,K22-563038,APP WNL
A1155546,EUTHANIZED,MEDICAL,09/06/2022 12:00:00 AM,K22-563041,APP SICK
A1155547,RETURNED TO OWNER,FIELD,08/19/2022 12:00:00 AM,K22-563043,APP WNL
A1155548,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563042,APP WNL
A1155549,RETURNED TO OWNER,WESTMORELD,08/20/2022 12:00:00 AM,K22-563044,APP WNL
A1155550,TRANSFER,UNDERAGE,08/25/2022 12:00:00 AM,K22-563045,UNDERAGE
A1155551,ADOPTION,WESTMORELD,08/21/2022 12:00:00 AM,K22-563046,APP WNL
A1155552,FOSTER,TO ADOPT,09/02/2022 12:00:00 AM,K22-563047,APP SICK
A1155552,FOSTER,GENERAL,09/19/2022 12:00:00 AM,K22-565661,APP SICK
A1155554,TRANSFER,MEDICAL,09/10/2022 12:00:00 AM,K22-563048,APP SICK
A1155555,TRANSFER,MEDICAL,09/10/2022 12:00:00 AM,K22-563050,APP SICK
A1155556,FOSTER,SAME DAY,09/04/2022 12:00:00 AM,K22-563049,APP WNL
A1155556,FOSTER,GENERAL,09/13/2022 12:00:00 AM,K22-564485,APP WNL
A1155556,FOSTER,TO ADOPT,09/27/2022 12:00:00 AM,K22-566297,APP WNL
A1155557,TRANSFER,MEDICAL,09/10/2022 12:00:00 AM,K22-563051,APP SICK
A1155558,ADOPTION,ADOPETS,08/21/2022 12:00:00 AM,K22-563052,APP WNL
A1155559,EUTHANIZED,SPACE,08/26/2022 12:00:00 AM,K22-563054,APP WNL
A1155562,EUTHANIZED,MEDICAL,08/26/2022 12:00:00 AM,K22-563055,APP WNL
A1155563,ADOPTION,WESTMORELD,08/23/2022 12:00:00 AM,K22-563060,APP WNL
A1155564,LOST EXP,OTHER,09/19/2022 12:00:00 AM,K22-563056,N/A
A1155565,LOST EXP,OTHER,09/19/2022 12:00:00 AM,K22-563057,N/A
A1155566,LOST EXP,OTHER,09/19/2022 12:00:00 AM,K22-563058,N/A
A1155567,LOST EXP,OTHER,09/19/2022 12:00:00 AM,K22-563059,N/A
A1155568,EUTHANIZED,BITE,08/30/2022 12:00:00 AM,K22-563061,APP WNL
A1155570,EUTHANIZED,SPACE,09/19/2022 12:00:00 AM,K22-563062,APP WNL
A1155571,LOST EXP,OTHER,09/19/2022 12:00:00 AM,K22-563064,N/A
A1155572,LOST EXP,OTHER,09/19/2022 12:00:00 AM,K22-563065,N/A
A1155575,LOST EXP,OTHER,09/19/2022 12:00:00 AM,K22-563066,N/A
A1155578,ADOPTION,WESTMORELD,10/21/2022 12:00:00 AM,K22-563067,APP WNL
A1155582,RETURNED TO OWNER,WESTMORELD,09/01/2022 12:00:00 AM,K22-563075,APP WNL
A1155583,LOST EXP,OTHER,09/20/2022 12:00:00 AM,K22-563072,N/A
A1155584,EUTHANIZED,SPACE,09/08/2022 12:00:00 AM,K22-563076,APP WNL
A1155585,EUTHANIZED,SPACE,08/25/2022 12:00:00 AM,K22-563077,APP WNL
A1155587,TRANSFER,TRANSPORT,08/27/2022 12:00:00 AM,K22-563078,APP WNL
A1155588,TRANSFER,BEHAVIOR,08/26/2022 12:00:00 AM,K22-563080,APP WNL
A1155589,EUTHANIZED,SPACE,09/09/2022 12:00:00 AM,K22-563079,APP WNL
A1155590,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563081,APP WNL
A1155590,ADOPTION,ADOPETS,09/09/2022 12:00:00 AM,K22-564278,APP SICK
A1155591,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563082,APP WNL
A1155592,RETURNED TO OWNER,WESTMORELD,08/26/2022 12:00:00 AM,K22-563083,APP WNL
A1155593,EUTHANIZED,SPACE,08/25/2022 12:00:00 AM,K22-563084,APP WNL
A1155594,FOSTER,GENERAL,08/27/2022 12:00:00 AM,K22-563085,APP WNL
A1155595,ADOPTION,WESTMORELD,09/09/2022 12:00:00 AM,K22-563492,APP WNL
A1155596,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563087,APP WNL
A1155597,TRANSFER,TRANSPORT,08/27/2022 12:00:00 AM,K22-563088,APP WNL
A1155598,LOST EXP,OTHER,09/20/2022 12:00:00 AM,K22-563089,N/A
A1155599,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563091,APP WNL
A1155600,ADOPTION,WESTMORELD,09/02/2022 12:00:00 AM,K22-563092,APP WNL
A1155601,ADOPTION,ADOPETS,08/22/2022 12:00:00 AM,K22-563093,APP WNL
A1155602,ADOPTION,WESTMORELD,08/29/2022 12:00:00 AM,K22-563094,APP WNL
A1155602,EUTHANIZED,MEDICAL,09/05/2022 12:00:00 AM,K22-564457,APP SICK
A1155603,FOUND EXP,OTHER,09/20/2022 12:00:00 AM,K22-563096,N/A
A1155604,LOST EXP,OTHER,09/20/2022 12:00:00 AM,K22-563097,N/A
A1155605,LOST EXP,OTHER,09/20/2022 12:00:00 AM,K22-563098,N/A
A1155606,FOUND EXP,OTHER,09/20/2022 12:00:00 AM,K22-563099,N/A
A1155608,EUTHANIZED,HUMANE,08/22/2022 12:00:00 AM,K22-563103,CRITICAL
A1155609,ADOPTION,WESTMORELD,09/18/2022 12:00:00 AM,K22-563105,APP WNL
A1155610,LOST EXP,OTHER,09/20/2022 12:00:00 AM,K22-563104,N/A
A1155611,ADOPTION,WESTMORELD,08/22/2022 12:00:00 AM,K22-563106,APP WNL
A1155612,WILDLIFE,TRANSFER,08/20/2022 12:00:00 AM,K22-563107,UNDERAGE
A1155613,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563108,APP INJ
A1155615,RETURNED TO OWNER,WESTMORELD,08/30/2022 12:00:00 AM,K22-563584,APP WNL
A1155616,ADOPTION,WESTMORELD,09/05/2022 12:00:00 AM,K22-563112,APP WNL
A1155617,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563114,APP WNL
A1155618,ADOPTION,ADOPETS,08/26/2022 12:00:00 AM,K22-563115,APP WNL
A1155619,EUTHANIZED,MEDICAL,09/25/2022 12:00:00 AM,K22-565085,APP SICK
A1155620,LOST EXP,OTHER,09/20/2022 12:00:00 AM,K22-563116,N/A
A1155622,ADOPTION,WESTMORELD,08/31/2022 12:00:00 AM,K22-563117,APP WNL
A1155624,FOUND EXP,OTHER,09/20/2022 12:00:00 AM,K22-563118,N/A
A1155625,LOST EXP,OTHER,09/20/2022 12:00:00 AM,K22-563119,N/A
A1155626,EUTHANIZED,SPACE,09/09/2022 12:00:00 AM,K22-563120,APP WNL
A1155627,ADOPTION,WESTMORELD,09/01/2022 12:00:00 AM,K22-563124,APP WNL
A1155629,FOSTER,TO ADOPT,09/17/2022 12:00:00 AM,K22-563121,APP WNL
A1155630,LOST EXP,OTHER,09/20/2022 12:00:00 AM,K22-563122,N/A
A1155631,LOST EXP,OTHER,09/20/2022 12:00:00 AM,K22-563123,N/A
A1155636,EUTHANIZED,BITE,09/07/2022 12:00:00 AM,K22-563126,APP WNL
A1155637,FOUND EXP,OTHER,09/20/2022 12:00:00 AM,K22-563125,N/A
A1155638,EUTHANIZED,BEHAVIOR,08/30/2022 12:00:00 AM,K22-563127,APP WNL
A1155641,EUTHANIZED,SPACE,09/14/2022 12:00:00 AM,K22-563130,APP SICK
A1155644,EUTHANIZED,SPACE,08/25/2022 12:00:00 AM,K22-563138,APP WNL
A1155645,ADOPTION,WESTMORELD,08/23/2022 12:00:00 AM,K22-563139,APP WNL
A1155646,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563140,APP WNL
A1155647,FOUND EXP,OTHER,09/21/2022 12:00:00 AM,K22-563141,N/A
A1155648,LOST EXP,OTHER,09/21/2022 12:00:00 AM,K22-563142,N/A
A1155649,ADOPTION,WESTMORELD,08/29/2022 12:00:00 AM,K22-563143,APP WNL
A1155651,EUTHANIZED,MEDICAL,08/22/2022 12:00:00 AM,K22-563147,CRITICAL
A1155652,LOST EXP,OTHER,09/21/2022 12:00:00 AM,K22-563148,N/A
A1155654,EUTHANIZED,HUMANE,08/21/2022 12:00:00 AM,K22-563150,CRITICAL
A1155655,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563151,APP WNL
A1155656,ADOPTION,WESTMORELD,09/02/2022 12:00:00 AM,K22-563152,APP WNL
A1155657,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563153,APP WNL
A1155658,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563154,APP WNL
