Animal_Id,Intake_Type,Intake_Subtype,Reason,Intake_Date,Intake_Condition,Hold_Request
A1154384,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,DECEASED,N/A
A1154385,OWNER SURRENDER,APPOINT,FINANCIAL,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154386,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154387,OWNER SURRENDER,WALK IN,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154388,OWNER SURRENDER,APPOINT,FINANCIAL,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154389,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154390,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154390,OWNER SURRENDER,WALK IN,BEHAVIOR,08/11/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1154391,STRAY,WEB,N/A,08/04/2022 12:00:00 AM,NORMAL,N/A
A1154392,STRAY,WEB,N/A,07/03/2022 12:00:00 AM,NORMAL,N/A
A1154393,WILDLIFE,NON-RABIES,OTHRINTAKS,08/05/2022 12:00:00 AM,UNDERAGE,N/A
A1154394,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP INJ,NEONATE
A1154395,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP INJ,EUTH
A1154398,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1154398,FOSTER,FOR ADOPT,OTHER,09/14/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154399,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1154400,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154401,OWNER SURRENDER,APPOINT,HOUSING,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154401,STRAY,AT LARGE,OTHRINTAKS,08/23/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154402,OWNER SURRENDER,APPOINT,HOUSING,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154405,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154406,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154409,OWNER SURRENDER,WALK IN,OTHER,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154413,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154415,OWNER SURRENDER,WALK IN,HOUSING,08/05/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1154416,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154417,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,SNR
A1154418,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154418,FOSTER,FOR ADOPT,OTHER,08/20/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154419,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154420,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154421,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154422,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154423,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154424,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154424,OWNER SURRENDER,WALK IN,MEDICAL,08/16/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1154425,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154426,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154427,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,CRITICAL,RESC FOSTR
A1154427,FOSTER,RETURN,OTHER,08/20/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1154428,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154429,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154430,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154431,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154432,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154433,OWNER SURRENDER,APPOINT,NOTRIGHTFT,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154434,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1154435,OWNER SURRENDER,APPOINT,NOTRIGHTFT,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154436,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP SICK,N/A
A1154438,OWNER SURRENDER,APPOINT,NOTRIGHTFT,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154439,STRAY,CONFINED,OTHRINTAKS,08/05/2022 12:00:00 AM,APP SICK,RESC FOSTR
A1154440,STRAY,AT LARGE,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1154442,OWNER SURRENDER,URGENT,OTHRINTAKS,08/05/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154442,OWNER SURRENDER,WALK IN,PERSNLISSU,08/20/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154445,CONFISCATED,QUARANTINE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,QUARANTINE
A1154447,OWNER SURRENDER,QUARANTINE,OTHER,08/07/2022 12:00:00 AM,APP WNL,QUARANTINE
A1154448,OWNER SURRENDER,QUARANTINE,OTHER,08/07/2022 12:00:00 AM,APP WNL,QUARANTINE
A1154450,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,UNDERAGE,NEONATE
A1154451,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,CRITICAL,N/A
A1154452,STRAY,WEB,N/A,08/03/2022 12:00:00 AM,NORMAL,N/A
A1154453,WILDLIFE,NON-RABIES,OTHRINTAKS,08/06/2022 12:00:00 AM,APP INJ,N/A
A1154456,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,CRITICAL,N/A
A1154457,STRAY,WEB,N/A,08/01/2022 12:00:00 AM,NORMAL,N/A
A1154458,STRAY,WEB,N/A,08/04/2022 12:00:00 AM,NORMAL,N/A
A1154459,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154460,CONFISCATED,SAC,OTHRINTAKS,08/06/2022 12:00:00 AM,CRITICAL,N/A
A1154461,OWNER SURRENDER,WALK IN,BEHAVIOR,08/06/2022 12:00:00 AM,APP WNL,EUTH
A1154462,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1154463,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1154464,CONFISCATED,SAC,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154465,OWNER SURRENDER,APPOINT,BEHAVIOR,08/06/2022 12:00:00 AM,APP WNL,EUTH
A1154466,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOPTION
A1154467,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1154468,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154469,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154470,STRAY,CONFINED,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1154471,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOPTION
A1154472,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154474,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1154474,FOSTER,FOR ADOPT,OTHER,09/14/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154474,TREATMENT,SPAY/NEUT,OTHER,09/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154475,TREATMENT,SPAY/NEUT,OTHER,09/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154475,FOSTER,FOR ADOPT,OTHER,09/14/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154475,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1154476,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1154476,FOSTER,FOR ADOPT,OTHER,09/14/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154476,TREATMENT,SPAY/NEUT,OTHER,09/11/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154478,WILDLIFE,NON-RABIES,OTHRINTAKS,08/06/2022 12:00:00 AM,APP INJ,N/A
A1154479,CONFISCATED,QUARANTINE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,QUARANTINE
A1154480,STRAY,WEB,N/A,08/03/2022 12:00:00 AM,NORMAL,N/A
A1154481,OWNER SURRENDER,APPOINT,NOTRIGHTFT,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154482,OWNER SURRENDER,APPOINT,NOTRIGHTFT,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154483,OWNER SURRENDER,APPOINT,NOTRIGHTFT,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154485,CONFISCATED,SAC,OTHRINTAKS,08/06/2022 12:00:00 AM,DECEASED,N/A
A1154486,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP SICK,N/A
A1154486,FOSTER,RETURN,OTHER,08/20/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154487,FOSTER,RETURN,OTHER,08/20/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154487,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP SICK,N/A
A1154488,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154489,STRAY,CONFINED,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154490,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154491,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154492,STRAY,CONFINED,OTHRINTAKS,08/06/2022 12:00:00 AM,APP SICK,NEONATE
A1154493,STRAY,CONFINED,OTHRINTAKS,08/06/2022 12:00:00 AM,APP SICK,NEONATE
A1154494,STRAY,CONFINED,OTHRINTAKS,08/06/2022 12:00:00 AM,APP SICK,NEONATE
A1154495,STRAY,CONFINED,OTHRINTAKS,08/06/2022 12:00:00 AM,APP SICK,NEONATE
A1154496,STRAY,CONFINED,OTHRINTAKS,08/06/2022 12:00:00 AM,APP SICK,NEONATE
A1154497,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,CRITICAL,N/A
A1154498,STRAY,WEB,N/A,08/06/2022 12:00:00 AM,NORMAL,N/A
A1154500,STRAY,WEB,N/A,08/05/2022 12:00:00 AM,NORMAL,N/A
A1154501,STRAY,WEB,N/A,08/04/2022 12:00:00 AM,NORMAL,N/A
A1154502,STRAY,WEB,N/A,08/05/2022 12:00:00 AM,NORMAL,N/A
A1154503,STRAY,WEB,N/A,08/05/2022 12:00:00 AM,NORMAL,N/A
A1154504,CONFISCATED,QUARANTINE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,QUARANTINE
A1154505,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154506,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154507,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154508,STRAY,AT LARGE,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154509,WILDLIFE,NON-RABIES,OTHRINTAKS,08/06/2022 12:00:00 AM,UNDERAGE,N/A
A1154510,STRAY,CONFINED,OTHRINTAKS,08/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154511,STRAY,WEB,N/A,07/17/2022 12:00:00 AM,NORMAL,N/A
A1154512,STRAY,WEB,N/A,07/17/2022 12:00:00 AM,NORMAL,N/A
A1154513,STRAY,WEB,N/A,08/04/2022 12:00:00 AM,NORMAL,N/A
A1154514,STRAY,WEB,N/A,06/12/2022 12:00:00 AM,NORMAL,N/A
A1154516,STRAY,WEB,N/A,08/06/2022 12:00:00 AM,NORMAL,N/A
A1154518,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,CRITICAL,N/A
A1154521,KEEPSAFE,OWN DECEAS,OTHRINTAKS,08/07/2022 12:00:00 AM,CRITICAL,ADOP RESCU
A1154522,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154523,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154524,STRAY,CONFINED,OTHRINTAKS,08/07/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1154525,STRAY,CONFINED,OTHRINTAKS,08/07/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1154525,FOSTER,FOR ADOPT,OTHER,08/23/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154526,STRAY,CONFINED,OTHRINTAKS,08/07/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1154527,STRAY,CONFINED,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154529,STRAY,WEB,N/A,08/04/2022 12:00:00 AM,NORMAL,N/A
A1154530,STRAY,WEB,N/A,08/04/2022 12:00:00 AM,NORMAL,N/A
A1154531,STRAY,WEB,N/A,08/04/2022 12:00:00 AM,NORMAL,N/A
A1154532,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,N/A
A1154533,OWNER SURRENDER,WALK IN,HOUSING,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154534,OWNER SURRENDER,APPOINT,HOUSING,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154535,OWNER SURRENDER,APPOINT,HOUSING,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154537,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1154538,WILDLIFE,NON-RABIES,OTHRINTAKS,08/07/2022 12:00:00 AM,APP INJ,N/A
A1154542,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP SICK,NEONATE
A1154544,STRAY,WEB,N/A,08/06/2022 12:00:00 AM,NORMAL,N/A
A1154545,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154546,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154547,STRAY,CONFINED,OTHRINTAKS,08/07/2022 12:00:00 AM,APP INJ,N/A
A1154548,OWNER SURRENDER,PICK UP,HOUSING,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154549,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154550,STRAY,WEB,N/A,08/07/2022 12:00:00 AM,NORMAL,N/A
A1154551,STRAY,WEB,N/A,08/07/2022 12:00:00 AM,NORMAL,N/A
A1154552,STRAY,WEB,N/A,08/07/2022 12:00:00 AM,NORMAL,N/A
A1154553,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154553,OWNER SURRENDER,WALK IN,BEHAVIOR,08/17/2022 12:00:00 AM,APP WNL,EUTH
A1154554,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154555,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP INJ,N/A
A1154556,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154557,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP SICK,ADOP RESCU
A1154558,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154558,TREATMENT,HEART WORM,OTHER,09/18/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154559,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154560,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,RESC FOSTR
A1154560,FOSTER,TREATMENT,OTHRINTAKS,08/17/2022 12:00:00 AM,APP SICK,RESC FOSTR
A1154560,FOSTER,FOR ADOPT,OTHRINTAKS,08/21/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154561,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP INJ,RESC FOSTR
A1154561,FOSTER,TREATMENT,OTHRINTAKS,08/25/2022 12:00:00 AM,APP INJ,RESC FOSTR
A1154562,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154562,OWNER SURRENDER,WALK IN,HOUSING,08/13/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154563,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154564,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154565,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,RESC FOSTR
A1154565,FOSTER,QUARANTINE,OTHRINTAKS,08/30/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154566,STRAY,WEB,N/A,08/07/2022 12:00:00 AM,NORMAL,N/A
A1154567,STRAY,WEB,N/A,08/06/2022 12:00:00 AM,NORMAL,N/A
A1154568,STRAY,WEB,N/A,08/06/2022 12:00:00 AM,NORMAL,N/A
A1154569,STRAY,WEB,N/A,08/07/2022 12:00:00 AM,NORMAL,N/A
A1154570,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,N/A
A1154572,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154573,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154574,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154578,STRAY,AT LARGE,OTHRINTAKS,08/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154578,STRAY,AT LARGE,OTHRINTAKS,09/24/2022 12:00:00 AM,APP INJ,RESCU ONLY
A1154579,WILDLIFE,NON-RABIES,OTHER,08/08/2022 12:00:00 AM,APP INJ,N/A
A1154580,CONFISCATED,QUARANTINE,OTHRINTAKS,08/10/2022 12:00:00 AM,APP WNL,QUARANTINE
A1154581,KEEPSAFE,OWN ARREST,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,N/A
A1154582,STRAY,WEB,N/A,07/31/2022 12:00:00 AM,NORMAL,N/A
A1154583,KEEPSAFE,OWN ARREST,OTHRINTAKS,08/08/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1154584,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154587,OWNER SURRENDER,APPOINT,FINANCIAL,08/08/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1154588,STRAY,CONFINED,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154589,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154590,STRAY,LEFT AT,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154593,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,N/A
A1154594,STRAY,AT LARGE,OTHER,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154600,STRAY,WEB,N/A,08/04/2022 12:00:00 AM,NORMAL,N/A
A1154601,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154601,OWNER SURRENDER,APPOINT,MEDICAL,08/08/2022 12:00:00 AM,APP WNL,N/A
A1154602,CONFISCATED,QUARANTINE,OTHRINTAKS,08/08/2022 12:00:00 AM,DECEASED,QUARANTINE
A1154605,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP SICK,N/A
A1154606,WILDLIFE,NON-RABIES,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,N/A
A1154608,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP INJ,RESC FOSTR
A1154610,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP INJ,ADOP RESCU
A1154612,STRAY,WEB,N/A,08/04/2022 12:00:00 AM,NORMAL,N/A
A1154613,STRAY,WEB,N/A,08/05/2022 12:00:00 AM,NORMAL,N/A
A1154614,STRAY,WEB,N/A,08/08/2022 12:00:00 AM,NORMAL,N/A
A1154615,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154616,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154617,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154618,STRAY,CONFINED,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,N/A
A1154619,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154619,FOSTER,FOR ADOPT,OTHER,09/30/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154620,STRAY,WEB,N/A,08/07/2022 12:00:00 AM,NORMAL,N/A
A1154621,OWNER SURRENDER,WALK IN,FINANCIAL,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154622,OWNER SURRENDER,APPOINT,FINANCIAL,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154623,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154624,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154625,STRAY,WEB,N/A,08/08/2022 12:00:00 AM,NORMAL,N/A
A1154626,STRAY,WEB,N/A,08/06/2022 12:00:00 AM,NORMAL,N/A
A1154628,OWNER SURRENDER,APPOINT,NOTRIGHTFT,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154629,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154630,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154630,TRANSFER,STRAY,OTHRINTAKS,09/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154632,STRAY,CONFINED,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154633,STRAY,CONFINED,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154634,OWNER SURRENDER,APPOINT,FINANCIAL,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154635,OWNER SURRENDER,PICK UP,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154635,OWNER SURRENDER,APPOINT,BEHAVIOR,08/14/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154636,OWNER SURRENDER,APPOINT,FINANCIAL,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154637,STRAY,WEB,N/A,08/07/2022 12:00:00 AM,NORMAL,N/A
A1154638,STRAY,WEB,N/A,08/06/2022 12:00:00 AM,NORMAL,N/A
A1154642,OWNER SURRENDER,URGENT,MEDICAL,08/08/2022 12:00:00 AM,APP INJ,RESCU ONLY
A1154643,STRAY,AT LARGE,OTHER,08/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154644,OWNER SURRENDER,QUARANTINE,BEHAVIOR,08/08/2022 12:00:00 AM,APP WNL,QUARANTINE
A1154645,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154646,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP INJ,N/A
A1154647,STRAY,WEB,N/A,07/28/2022 12:00:00 AM,NORMAL,N/A
A1154648,STRAY,WEB,N/A,08/08/2022 12:00:00 AM,NORMAL,N/A
A1154649,STRAY,WEB,N/A,07/28/2022 12:00:00 AM,NORMAL,N/A
A1154650,STRAY,WEB,N/A,08/08/2022 12:00:00 AM,NORMAL,N/A
A1154651,WILDLIFE,NON-RABIES,OTHRINTAKS,08/08/2022 12:00:00 AM,UNDERAGE,N/A
A1154652,STRAY,WEB,N/A,08/07/2022 12:00:00 AM,NORMAL,N/A
A1154653,CONFISCATED,QUARANTINE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1154654,CONFISCATED,QUARANTINE,OTHRINTAKS,08/09/2022 12:00:00 AM,APP WNL,QUARANTINE
A1154655,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154657,STRAY,AT LARGE,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154658,STRAY,CONFINED,OTHRINTAKS,08/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154660,OWNER SURRENDER,URGENT,BEHAVIOR,08/09/2022 12:00:00 AM,APP WNL,EUTH
A1154661,STRAY,AT LARGE,OTHRINTAKS,08/09/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1154664,STRAY,WEB,N/A,08/06/2022 12:00:00 AM,NORMAL,N/A
A1154665,STRAY,WEB,N/A,08/06/2022 12:00:00 AM,NORMAL,N/A
A1154666,STRAY,CONFINED,OTHRINTAKS,08/09/2022 12:00:00 AM,CRITICAL,NEONATE
